CATE,bedrooms,halls,AREA,floor,subway,school,price
石景山,1,1,68,high,1,0,3.3089
石景山,2,1,59.62,high,1,0,3.2708
石景山,2,1,58.5,low,1,0,3.2479
石景山,2,1,57.7,high,1,0,3.241
石景山,1,1,46.5,low,1,0,3.2259
石景山,2,1,58.91,middle,1,0,3.1404
石景山,2,1,61.2,high,1,0,3.1046
石景山,2,1,126,high,1,0,3.0556
石景山,2,1,56,high,1,0,3.0358
石景山,2,1,75,high,1,0,3
石景山,2,1,51.73,high,1,0,2.9964
石景山,1,1,76.45,high,1,0,2.5507
石景山,2,1,56.3,low,1,0,3.659
石景山,1,1,51.43,high,1,0,3.3055
石景山,2,1,53.2,low,1,0,3.5715
石景山,2,1,57.15,low,1,0,4.1995
石景山,2,1,58,low,1,0,3.5345
石景山,2,1,58,low,0,0,3.3621
石景山,2,1,60.73,high,1,0,3.2933
石景山,1,1,30.69,middle,1,0,4.073
石景山,2,1,88.9,low,1,0,3.7796
石景山,2,1,45.23,low,1,0,3.7586
石景山,3,0,53.79,low,1,0,3.6253
石景山,2,1,41,high,1,0,3.5366
石景山,2,1,73.09,low,1,0,3.2837
石景山,2,1,48.86,high,1,0,3.2542
石景山,2,1,78.75,high,1,0,3.1493
石景山,2,1,48.86,high,1,0,2.8654
石景山,2,1,39.19,middle,1,0,5.8179
石景山,2,1,58.16,middle,1,0,4.2126
石景山,1,1,44.4,high,1,0,3.8289
石景山,2,1,59.25,low,1,0,3.7975
石景山,1,1,44.76,middle,1,0,3.7757
石景山,2,1,68,middle,1,0,3.603
石景山,3,0,79.19,low,1,0,3.3464
石景山,2,1,43,middle,1,0,3.9535
石景山,1,0,33.15,middle,1,0,3.9216
石景山,2,1,43.43,middle,1,0,3.7993
石景山,3,0,67.65,middle,1,0,3.7251
石景山,2,1,43.59,high,1,0,3.7165
石景山,2,1,53.97,middle,1,0,3.7058
石景山,2,1,43.59,low,1,0,3.6706
石景山,3,1,58.9,middle,1,0,3.6503
石景山,2,1,50,middle,1,0,3.6
石景山,2,1,57.82,middle,1,0,3.5455
石景山,3,1,57,high,1,0,3.5088
石景山,1,1,60,high,1,0,3.5
石景山,2,1,70.32,middle,1,0,3.4983
石景山,2,1,58,high,1,0,3.4828
石景山,2,1,54.5,middle,1,0,3.4679
石景山,2,1,43.43,middle,1,0,3.4539
石景山,2,0,43.59,middle,1,0,3.4412
石景山,3,0,58.92,high,1,0,3.3605
石景山,2,1,58.79,middle,1,0,3.1979
石景山,2,1,55,high,1,0,3.091
石景山,2,1,46.35,low,1,0,3.6678
石景山,3,0,55.16,middle,1,0,3.2995
石景山,2,0,48.89,middle,1,0,3.0682
石景山,2,1,55.07,high,1,0,3.5955
石景山,2,1,72.86,middle,1,0,3.5685
石景山,2,1,42.43,high,1,0,4.0066
石景山,2,0,43.43,middle,1,0,3.6841
石景山,2,1,66.54,middle,1,0,3.5318
石景山,2,1,65,low,1,0,3.5231
石景山,2,1,50,middle,1,0,3.52
石景山,3,1,65,high,1,0,3.4616
石景山,2,0,47.72,middle,1,0,3.3529
石景山,2,1,54.42,high,1,0,3.2158
石景山,2,1,79.1,high,1,0,3.1353
石景山,2,1,62.97,high,1,0,3.0968
石景山,1,1,70,low,1,0,3
东城,3,1,70.91,middle,1,0,7.8974
东城,1,1,44.38,high,1,1,8.6751
东城,1,1,44.38,low,1,1,8.6301
东城,2,1,67,high,1,1,7.8359
东城,2,1,66.77,low,1,1,7.788
海淀,1,1,45.34,middle,1,0,6.0653
海淀,2,1,90,high,1,0,6
海淀,2,1,90,middle,1,1,5.9445
海淀,2,2,101.45,high,1,0,5.7172
海淀,2,2,103.38,high,0,0,5.6104
海淀,1,2,71.04,high,0,0,5.4899
海淀,2,1,74,low,1,0,5.4055
海淀,2,2,84.61,high,1,0,5.3777
海淀,3,2,150.22,middle,0,0,5.259
海淀,3,2,150.44,middle,0,0,5.2513
海淀,3,1,150.44,middle,0,0,4.9854
海淀,2,2,84.45,high,1,0,4.9734
海淀,3,2,124.85,high,0,0,4.966
海淀,4,2,203.77,high,0,0,4.3186
西城,3,2,150.38,middle,1,1,11.9697
西城,2,2,127.08,middle,1,1,11.0167
西城,5,2,232.36,high,1,1,9.6833
西城,4,3,251.7,high,1,1,8.6612
西城,5,2,236,high,1,1,8.4746
朝阳,4,2,201.68,high,0,0,7.6855
朝阳,3,2,186,middle,0,0,7.5269
朝阳,3,2,186.8,middle,0,0,7.4947
朝阳,3,2,167,middle,0,0,7.1857
朝阳,2,1,125.61,middle,0,0,7.1651
朝阳,4,2,264.51,middle,0,0,6.6161
朝阳,4,3,242.78,low,0,0,6.5904
朝阳,4,2,261.85,high,0,0,6.4923
海淀,2,1,90.62,high,1,0,6.0694
海淀,1,1,66.79,high,0,0,5.3901
海淀,3,2,167.35,low,1,1,8.2462
海淀,3,1,160.29,high,1,1,7.9232
海淀,4,2,238,middle,1,1,7.5631
海淀,3,2,144.65,high,0,0,5.8417
海淀,3,2,140.43,low,0,0,5.768
海淀,2,1,111.95,high,0,0,5.3417
海淀,3,2,166,middle,1,1,11.3254
海淀,4,2,227.45,middle,1,1,10.0242
朝阳,4,2,238,low,0,0,3.7395
朝阳,3,2,151,low,0,0,3.0464
东城,2,0,46,low,1,0,13.5
东城,4,2,179,high,1,1,8.3799
东城,3,1,122.62,low,1,1,8.3184
西城,2,1,60.5,high,1,1,10.2645
西城,2,1,60.5,middle,1,1,10.0827
西城,1,0,38.32,low,1,1,13.57
西城,1,1,62.03,high,1,1,12.9776
西城,1,1,63.13,high,1,1,12.6723
西城,1,1,64.2,middle,1,1,12.1496
西城,3,2,164.69,low,1,1,10.9904
东城,1,1,52.41,low,0,0,4.6747
朝阳,2,1,55.35,high,1,0,3.9748
朝阳,2,1,72,high,1,1,3.4584
海淀,2,1,150,low,1,1,8
海淀,2,1,145.11,high,1,1,7.5805
海淀,3,2,157.68,high,1,1,7.2933
海淀,3,2,194.43,low,1,1,7.2006
海淀,3,2,150.8,middle,1,1,6.6313
海淀,3,2,160,middle,0,0,5.625
海淀,3,2,147.82,low,0,0,5.2767
海淀,2,2,135,low,0,0,5.2593
海淀,4,2,174,low,0,0,5.1725
海淀,3,2,149.83,low,0,0,5.1058
海淀,1,1,75.74,middle,0,0,5.0172
海淀,1,1,70,middle,0,0,5
海淀,4,2,250,low,0,0,4.64
海淀,3,1,126,high,0,0,4.6032
东城,3,2,179,middle,1,1,8.2682
东城,3,2,179,high,1,1,8.1006
东城,3,2,179,middle,1,1,7.8213
东城,4,2,222,high,1,1,7.2973
东城,2,2,139.9,low,1,1,7.148
东城,1,1,61,low,1,0,6.0656
东城,1,1,62,low,1,1,6.0323
东城,1,1,107,high,1,0,6.0281
东城,1,1,77.29,middle,1,0,5.9775
东城,1,1,62,middle,1,0,5.9678
东城,1,1,61,high,1,1,5.9017
东城,1,1,77.34,low,1,0,5.8185
东城,1,1,62,middle,1,0,5.8065
东城,1,0,52,low,1,0,5.7693
东城,1,0,64,middle,1,0,5.625
东城,1,0,68.68,high,1,0,5.5184
东城,1,0,64,middle,1,0,5.4688
东城,1,0,83.41,low,1,0,5.3951
东城,1,0,64,low,1,0,5.3907
东城,1,0,64,low,1,0,5.3125
东城,1,0,80,middle,1,0,5.25
东城,1,0,63.73,middle,1,0,5.1781
东城,1,0,64,low,1,0,5.1563
东城,1,0,68,middle,1,0,5.1471
东城,1,0,68,low,1,0,5.1471
东城,1,0,64,low,1,0,5.0782
东城,1,0,89.28,low,1,0,5.0404
东城,1,1,93,middle,1,0,5
东城,1,0,77,low,1,0,5
东城,1,0,91.39,middle,1,0,4.924
东城,1,0,93,middle,1,0,4.8388
东城,1,0,93.93,low,1,0,4.7909
东城,1,0,132,low,1,0,4.394
海淀,4,1,209,high,1,1,6.2201
丰台,3,1,98.9,middle,1,0,3.6199
丰台,3,1,98.9,middle,1,0,3.5996
西城,1,1,55.3,middle,1,1,8.9512
西城,3,2,148.35,middle,1,1,8.8305
西城,1,1,54,low,1,1,8.7963
西城,3,2,141.1,low,1,1,8.7881
西城,1,1,54.1,high,1,1,8.7801
西城,2,1,106.2,low,1,1,8.7571
朝阳,3,2,215.92,low,1,0,6.9471
朝阳,3,2,215.89,middle,1,0,6.2532
丰台,2,1,74.78,middle,1,0,3.8781
丰台,2,1,81.99,middle,1,0,3.72
丰台,2,1,81.99,high,1,0,3.659
丰台,2,1,81.99,low,1,0,3.5371
海淀,3,2,150.81,high,1,1,10.2779
海淀,1,1,77,middle,1,1,10.1299
海淀,3,2,150.81,middle,1,1,10.0126
海淀,2,1,95,middle,1,1,10
海淀,2,1,86.46,low,1,1,9.8312
海淀,2,1,93.07,high,1,1,9.6702
海淀,3,2,150.81,low,1,1,9.6148
海淀,2,1,86.32,high,1,1,9.3837
海淀,2,1,86.32,high,1,1,9.2679
海淀,2,2,93.07,low,1,1,9.133
海淀,3,1,184.84,high,1,1,9.089
海淀,4,2,179.72,middle,1,1,8.9028
海淀,2,1,95.59,low,1,1,8.8922
海淀,3,2,135.55,high,1,1,8.8455
海淀,3,2,150.81,middle,1,1,8.7528
海淀,4,3,242.75,high,1,1,8.239
海淀,3,2,197.27,high,1,1,8.0094
海淀,3,1,103.58,low,1,1,12.068
海淀,3,2,147.01,low,1,1,11.5639
东城,3,2,124,high,1,1,7.742
东城,2,0,45.1,low,1,1,7.6497
东城,2,1,60,high,1,1,7.5
东城,2,1,56.99,middle,1,1,7.0539
东城,3,1,72,middle,1,1,6.9445
东城,2,0,52,middle,1,1,6.9231
东城,3,0,78.24,middle,1,1,6.838
东城,2,1,48.11,high,1,1,7.1711
东城,2,1,50.43,middle,1,0,6.3455
朝阳,3,2,153.99,high,1,0,7.1434
朝阳,3,2,152.84,high,1,0,7.0663
朝阳,3,2,165.47,middle,1,0,6.5269
朝阳,3,2,152,high,1,0,6.9737
朝阳,3,2,136.05,middle,1,0,7.2033
朝阳,1,1,63.77,low,1,0,5.8022
朝阳,1,1,59.53,high,1,0,5.5435
朝阳,2,1,58.98,high,1,0,5.1204
朝阳,2,1,65.82,low,1,0,5.0897
朝阳,2,1,60.5,middle,1,0,4.9587
朝阳,2,1,59.03,low,1,0,4.3199
西城,2,1,58.1,low,1,0,8.5026
石景山,3,2,92.63,high,1,0,3.2387
西城,3,1,99.3,high,1,0,7.5529
西城,3,1,125.34,high,1,0,7.4997
西城,3,1,125.34,high,1,0,7.021
西城,4,2,143.97,high,1,0,6.2514
西城,3,2,143.97,middle,1,0,6.1819
西城,3,1,79,high,1,0,6.5823
西城,3,1,84.77,middle,1,0,6.4882
西城,2,1,58.31,low,1,0,7.8718
西城,2,1,58,low,1,1,7.7587
西城,2,1,57.54,high,1,0,7.4731
西城,1,1,46.8,high,1,1,7.265
西城,2,1,69.32,high,1,1,7.8477
西城,2,2,69.42,low,1,1,7.7068
西城,1,1,54,low,1,1,7.4075
西城,1,1,54.34,high,1,1,7.2691
西城,2,2,70.89,low,1,1,7.1943
西城,2,1,70.89,low,1,1,7.1661
西城,2,1,66,middle,1,1,7.0455
西城,3,1,88.58,middle,1,1,6.9994
西城,3,1,89,middle,1,1,6.9663
西城,3,1,96.02,low,1,1,6.7695
西城,2,1,57,high,1,0,6.4913
西城,1,1,43,middle,1,1,8.0233
西城,1,2,74.89,low,1,1,7.8783
西城,2,1,58,high,1,1,7.4138
西城,3,0,56.84,middle,1,1,7.3012
西城,2,1,57,middle,1,1,7.193
西城,3,1,70,low,1,1,7.1429
西城,2,1,55,high,1,1,7.091
西城,1,1,40.26,high,0,1,7.0045
西城,2,1,56.97,low,0,1,6.9335
西城,3,1,72.64,middle,1,1,6.8145
西城,2,1,67.71,high,0,1,6.7937
西城,2,1,74,high,0,1,6.7568
西城,2,1,59.86,low,0,1,6.1811
西城,1,1,50,low,0,1,6.1
西城,1,1,60,high,0,1,6
西城,3,2,96,low,0,1,5.7292
西城,3,2,96.87,middle,0,1,5.6261
西城,2,1,54.01,high,0,0,7.2209
西城,2,1,54.01,middle,0,0,6.8506
西城,3,2,124.85,low,1,1,7.489
西城,2,2,90.54,middle,1,1,7.1571
西城,3,2,124.85,low,1,1,7.1286
西城,2,1,72,low,1,1,8.3334
西城,2,1,72,low,1,1,8.2917
西城,2,1,72,middle,1,1,7.9167
西城,2,1,73.67,low,1,1,7.6694
朝阳,2,1,86.19,high,0,0,2.9238
西城,3,1,106.36,high,1,0,6.3934
西城,3,2,106.36,high,1,0,5.9233
西城,2,1,114.25,low,1,0,5.7331
石景山,1,1,43.4,middle,0,0,2.9954
石景山,2,1,77,low,0,0,2.8572
石景山,1,1,44.56,low,0,0,2.8277
石景山,2,1,58.07,high,0,0,2.7553
石景山,2,1,50.89,middle,0,0,2.7511
石景山,2,1,60,low,0,0,2.7167
石景山,2,1,60,high,0,0,2.6667
石景山,2,1,59.7,high,0,0,2.5964
石景山,2,1,55,high,0,0,2.4
石景山,2,1,58.94,high,0,0,2.3753
石景山,2,1,60,high,0,0,2.3334
石景山,2,1,57,high,0,0,2.193
东城,3,1,80,middle,1,1,7.125
东城,3,1,80,low,1,1,6.875
东城,3,1,75.32,middle,1,1,6.7712
东城,1,1,50.36,high,1,1,6.3344
东城,1,1,51.4,middle,1,1,6.1285
东城,2,1,71.15,middle,1,1,6.1139
东城,2,1,62,high,1,1,6.0968
东城,2,1,60.76,low,1,1,6.0896
东城,2,1,71,high,1,1,6.0564
东城,2,1,63,high,1,1,6.0318
东城,1,1,51.04,high,1,1,6.0149
东城,2,1,72,middle,1,1,5.9723
东城,1,1,51.27,high,1,1,5.9489
东城,1,1,50.1,middle,1,1,5.9482
东城,2,1,71.5,high,1,1,5.9441
东城,2,2,72,middle,1,1,5.6945
东城,1,1,49,low,1,0,6.9388
东城,1,1,44.83,low,1,1,6.9151
东城,2,1,60.13,low,1,1,6.5858
东城,2,1,65,middle,1,1,6.4616
东城,2,1,74,high,1,1,6.2163
朝阳,3,1,68,high,1,0,4.7059
朝阳,3,1,68,high,1,0,4.4118
朝阳,2,1,55.05,high,1,0,4.3597
东城,2,1,57.79,high,1,0,6.0565
东城,2,1,57.79,high,1,1,5.7104
东城,3,1,73.96,low,1,0,5.6788
朝阳,2,1,77.15,high,1,0,6.6105
朝阳,2,1,74.3,low,1,0,5.7874
朝阳,3,2,126.84,high,1,0,4.7147
朝阳,2,1,92.91,low,1,0,4.682
朝阳,4,2,193.29,high,1,0,4.2941
海淀,4,1,132.1,low,1,0,7.4187
海淀,2,1,90.89,middle,1,0,7.1516
海淀,1,1,51.7,low,1,0,6.9633
西城,3,1,115.67,middle,1,0,6.8731
西城,1,1,64.73,middle,1,0,6.4885
西城,1,1,65,middle,1,0,6.1539
西城,2,2,100.74,low,1,0,6.0552
西城,2,2,100.74,low,1,0,6.0155
西城,1,1,71.68,low,1,0,4.9666
朝阳,2,1,106.48,middle,1,0,4.2262
西城,3,2,143.05,high,1,1,7.6897
西城,2,2,107.2,middle,1,0,7.556
西城,2,2,130.03,low,1,1,6.7677
西城,3,1,131.73,middle,1,1,6.4526
西城,2,2,130,low,1,0,6.2308
西城,2,1,120.71,middle,1,0,4.9706
西城,2,1,84.71,middle,1,0,8.2635
西城,1,1,50.63,high,1,0,7.9005
西城,2,2,94,low,1,1,7.6809
西城,3,1,71.3,high,1,1,7.9944
西城,1,1,36.13,middle,1,0,8.5802
西城,2,2,95,middle,1,0,7.3685
西城,2,1,114,low,1,0,7.193
西城,2,2,113.8,middle,1,0,6.5906
东城,2,1,64.47,middle,1,1,6.0494
东城,3,1,78.46,high,1,1,5.506
朝阳,2,2,125,high,1,0,12.48
朝阳,3,2,199.05,high,1,0,12.208
朝阳,3,2,202.17,low,1,0,9.2002
朝阳,3,2,194,low,1,0,8.7629
朝阳,3,2,203,low,1,0,8.2759
朝阳,3,2,222,middle,1,0,8.1082
朝阳,3,2,129,middle,1,0,8.1396
朝阳,3,2,170.67,high,1,0,8.0038
朝阳,3,2,170.67,high,1,0,7.9101
朝阳,3,2,129.55,high,1,0,7.8735
朝阳,3,2,168.9,high,1,0,7.6969
朝阳,2,2,104.07,middle,1,0,7.2067
朝阳,3,2,129.04,low,1,0,7.1296
朝阳,2,2,112,middle,1,0,7.0536
朝阳,3,2,171.38,low,1,0,6.8853
西城,2,1,98.51,low,1,1,9.0347
西城,3,1,106.3,low,1,1,8.937
西城,3,1,107,middle,1,1,7.944
朝阳,2,2,107.84,high,1,0,6.5839
朝阳,3,2,158.59,middle,1,0,5.9903
朝阳,3,2,146.9,low,1,0,6.5351
朝阳,3,2,149,middle,1,0,6.5101
朝阳,2,2,114.61,middle,1,0,6.3695
朝阳,2,2,103.75,high,1,0,7.0844
朝阳,4,2,227,low,1,0,6.608
朝阳,3,1,175.57,middle,1,0,6.2654
朝阳,3,2,175,low,1,0,6
朝阳,4,2,230.13,middle,1,0,5.9967
朝阳,2,1,88.39,middle,1,1,6.9918
朝阳,2,1,88.39,middle,1,1,6.7655
朝阳,3,1,146.66,high,1,1,6.4435
丰台,4,2,238,low,1,0,6.7227
丰台,5,2,238,low,1,0,5.4622
朝阳,4,2,180.58,low,1,0,4.3748
海淀,1,1,41.26,middle,1,1,9.3311
朝阳,2,2,96.39,high,1,0,5.0317
朝阳,2,1,79.55,middle,0,0,5.0283
朝阳,2,2,97,high,0,0,5
朝阳,2,2,96,low,0,0,4.8959
朝阳,2,2,87.65,low,1,0,4.7918
朝阳,3,2,135,middle,0,0,4.7778
朝阳,3,2,136.5,middle,1,0,4.7253
朝阳,3,2,115.43,middle,1,0,4.6782
朝阳,3,2,139,low,0,0,4.6763
朝阳,2,1,99,low,0,0,4.6465
朝阳,3,2,115,middle,0,0,4.574
朝阳,2,2,76,middle,0,0,4.5395
朝阳,3,2,114.48,middle,0,0,4.455
朝阳,2,2,100,middle,0,0,4.4
朝阳,3,2,114.86,low,0,0,4.3532
朝阳,3,2,114.86,high,0,0,4.3358
朝阳,3,2,125.86,low,1,0,4.1316
朝阳,2,2,96,high,1,0,5.2084
朝阳,2,2,88,middle,1,0,5.1705
朝阳,1,1,47.5,low,1,0,5.1579
朝阳,2,2,87.22,low,1,0,5.1021
朝阳,2,2,89.59,high,1,0,5.0229
朝阳,1,1,56,high,1,0,4.9108
朝阳,2,2,89,high,1,0,4.8877
朝阳,2,2,95.77,middle,0,0,4.8554
朝阳,2,2,97,middle,0,0,4.8454
朝阳,2,2,97.24,low,0,0,4.8335
朝阳,2,2,110.34,low,0,0,4.7128
朝阳,1,1,59.55,high,0,0,4.702
朝阳,2,2,80,middle,1,0,4.5625
朝阳,2,2,94.52,low,1,0,4.5494
朝阳,1,1,47,middle,1,0,4.4681
朝阳,2,2,87.09,middle,0,0,4.4667
朝阳,2,2,113.39,middle,0,0,4.4096
朝阳,3,2,148,high,1,0,4.3244
朝阳,3,2,148,middle,1,0,4.1892
东城,3,1,90.03,middle,1,0,8.4417
东城,2,1,78.22,low,1,0,8.3099
东城,2,1,79.57,high,1,0,8.0181
东城,3,1,90.01,low,1,0,7.9992
东城,3,1,90.03,high,1,0,7.7752
东城,1,1,56.84,middle,1,0,7.5651
东城,1,1,58.18,middle,1,0,7.4768
东城,1,1,58,middle,1,0,7.3276
东城,2,1,75.45,middle,1,0,7.2896
东城,1,1,47.08,middle,1,0,7.2218
东城,3,2,157.91,middle,1,0,7.0927
东城,2,1,75.3,middle,1,0,7.0386
东城,2,1,75.3,high,1,0,7.0386
东城,1,1,60.79,low,1,0,6.8268
东城,1,0,60,low,1,0,11.1667
东城,2,1,105.23,high,1,0,9.9782
东城,2,1,105.23,low,1,0,9.0279
东城,2,2,106,high,1,0,8.4906
东城,1,1,54,low,1,0,8.3334
东城,1,0,64,middle,1,0,7.9688
东城,1,1,120.59,high,1,0,7.878
东城,1,0,61.98,low,1,0,7.7445
东城,2,2,145.25,middle,1,0,7.5732
东城,1,1,114,low,1,0,7.5702
东城,1,1,114,middle,1,0,7.5439
东城,1,1,73,high,1,0,7.5343
东城,1,0,68,middle,1,0,7.5
东城,1,0,66.7,high,1,0,7.4963
东城,2,2,147,middle,1,0,7.483
东城,2,2,147.8,low,1,0,7.4425
东城,4,2,258.09,low,1,0,7.1991
东城,1,1,122,middle,1,0,7.0492
东城,1,0,66,high,1,0,6.9697
东城,1,0,66.87,middle,1,0,6.8791
东城,1,0,67,middle,1,0,6.7165
东城,1,0,66,middle,1,0,6.6667
东城,1,0,68,low,1,0,6.6177
东城,5,2,264.89,middle,1,0,9.6267
东城,4,2,211.42,high,1,0,9.4599
东城,3,1,120.33,low,1,0,9.1416
东城,3,2,165.07,low,1,0,9.0871
东城,3,2,145.1,high,1,0,8.9594
东城,3,1,145.1,middle,1,0,8.9594
东城,3,2,156.53,low,1,0,8.944
东城,3,2,179.16,high,1,0,8.9306
东城,3,2,143.67,low,1,0,8.8746
东城,3,2,156.53,low,1,0,8.8482
东城,3,2,144.5,low,1,0,8.7198
东城,3,1,92.1,high,1,0,8.6863
东城,2,1,69.34,middle,1,1,8.6531
东城,2,1,69.34,middle,1,0,8.6531
东城,3,2,187.58,middle,1,0,8.5297
东城,3,2,187.7,low,1,0,8.5243
东城,3,1,91.26,high,1,0,8.3279
东城,4,2,178.04,middle,1,0,8.3128
东城,2,1,72.91,middle,1,0,8.298
东城,3,1,90.43,middle,1,0,8.2938
东城,3,1,89.72,low,1,0,8.2479
东城,2,1,77.67,low,1,0,8.1113
东城,2,1,83.55,middle,1,0,7.9953
东城,2,1,69.54,low,1,0,7.9092
东城,2,1,74.54,low,1,0,7.8482
东城,1,1,61.68,middle,1,0,7.7984
东城,2,1,72,high,1,0,7.7084
东城,2,1,69.68,middle,1,0,7.6062
东城,3,1,90.21,middle,1,0,7.5158
东城,2,1,70,high,1,0,7.5
东城,2,1,61.72,high,1,0,7.4531
东城,1,1,58.3,high,1,0,7.3757
东城,3,1,103.7,middle,1,0,7.2325
东城,1,1,65.65,middle,1,0,7.1592
东城,3,1,142,low,1,0,7.0423
东城,2,1,82.38,low,1,0,7.0406
东城,1,1,36.12,low,1,1,9.1363
东城,2,1,56.73,middle,1,0,8.6375
东城,2,1,56.73,high,1,0,8.2849
东城,3,1,58.73,low,1,0,7.7474
东城,3,1,68.7,high,1,0,7.7002
海淀,3,2,157.25,middle,1,1,7.9492
海淀,3,1,128.18,low,1,1,7.8016
西城,1,1,48.6,middle,1,1,9.0535
西城,1,1,52.3,middle,1,1,8.5087
西城,2,1,60.3,high,1,1,7.9602
东城,1,1,118.31,low,1,0,3.9896
东城,2,1,131.02,middle,1,0,3.9689
东城,1,1,74.91,high,1,0,3.7379
丰台,2,1,89.2,high,0,0,3.3633
海淀,3,1,84.7,middle,1,1,7.4381
丰台,1,1,66.74,low,1,0,6.368
海淀,2,1,56,middle,1,1,9.4643
海淀,1,1,48.4,middle,1,1,9.0083
海淀,1,1,45,middle,1,1,9
海淀,2,1,60.12,middle,1,1,8.9821
海淀,2,1,59.8,low,1,1,8.8629
海淀,2,1,56.7,middle,1,1,8.7302
海淀,2,1,55.2,low,1,1,8.6957
海淀,3,0,75,low,1,1,8.6667
海淀,3,1,75.08,middle,1,1,8.5909
海淀,3,1,59.8,low,1,1,8.5285
海淀,2,1,57.4,high,1,1,8.5018
海淀,2,1,60.58,low,1,1,8.4187
海淀,2,1,58.5,middle,1,1,8.3761
海淀,3,0,79,low,1,1,8.2279
海淀,2,1,57.2,high,1,1,8.2168
海淀,4,1,113,low,1,1,8.0531
海淀,4,2,147.6,middle,1,1,9.1464
海淀,4,2,160.9,middle,1,1,7.7689
海淀,3,2,182.4,middle,1,0,8.772
海淀,2,1,125.68,high,1,0,8.4342
海淀,2,1,58.65,low,1,0,8.1501
西城,1,0,52.37,high,1,0,7.638
西城,1,0,50,high,1,0,7.6
西城,1,1,59.27,middle,1,0,7.0863
丰台,1,1,33.19,high,1,0,3.9772
丰台,2,1,68.7,high,1,0,3.7846
丰台,2,1,60.1,middle,1,0,3.7105
丰台,2,1,57.31,high,1,0,3.3154
丰台,2,1,47.8,low,1,0,4.2888
丰台,1,1,39.8,high,1,0,4.2212
丰台,3,1,85.5,middle,1,0,4.2106
丰台,2,1,64.87,middle,1,0,3.8231
丰台,3,1,79,high,1,0,3.7975
丰台,2,1,65.1,high,1,0,3.6099
丰台,1,1,58.02,high,1,0,3.361
丰台,1,1,41,middle,1,0,4.3903
丰台,3,1,72.95,low,1,0,3.7698
丰台,2,1,74.57,low,1,0,3.5672
海淀,2,1,93.9,high,1,0,4.4729
海淀,1,1,58.4,middle,1,0,4.4179
海淀,2,1,95.73,high,1,0,4.3352
海淀,2,1,87.05,high,1,0,4.1356
西城,3,2,115.86,low,1,0,6.7323
东城,1,0,46.1,low,1,1,8.8938
东城,1,1,95.78,middle,1,1,8.6657
东城,1,0,46.1,middle,1,1,8.5684
东城,1,1,70.39,low,1,1,8.524
东城,1,0,47.94,high,1,1,8.3438
东城,1,1,73.26,middle,1,1,8.3266
东城,1,0,46.38,low,1,1,8.1932
东城,1,1,73.32,high,1,1,8.1834
东城,1,0,47.94,high,1,1,8.1352
东城,1,1,73.32,middle,1,1,7.9106
东城,1,1,70.9,middle,1,1,7.8985
东城,1,1,73,low,1,1,7.8083
东城,2,2,93.71,low,1,1,10.6713
东城,2,2,98.44,high,1,0,10.6664
东城,2,2,95,low,1,0,10.4211
东城,2,2,123,high,1,0,10.1627
东城,4,2,246,middle,1,0,10.1627
东城,2,1,98.77,high,1,0,10.1246
东城,2,2,93.97,low,1,0,10.1097
东城,3,1,148.43,low,1,0,10.1058
东城,2,2,119.83,low,1,0,10.0142
东城,2,2,119.83,middle,1,0,10.0142
东城,2,2,119.97,middle,1,0,10.0026
东城,3,2,141,high,1,0,10
东城,2,2,130.17,high,1,0,9.987
东城,3,2,148.43,low,1,0,9.9711
东城,2,2,141.51,low,1,0,9.8933
东城,3,2,184.95,low,1,0,9.7324
东城,3,2,209,middle,1,0,9.5694
东城,3,2,141.45,middle,1,0,9.5441
东城,3,1,144.79,low,1,0,9.5311
东城,3,2,147,low,1,0,9.4898
东城,3,2,140.2,low,1,0,9.4865
东城,3,1,147.79,middle,1,0,9.473
东城,3,2,211.6,high,1,0,9.4518
东城,2,2,128,low,1,0,9.375
东城,3,2,139,middle,1,0,9.2087
东城,3,2,152.11,middle,1,0,9.2039
东城,2,1,140.2,low,1,0,8.8446
东城,3,2,140.08,high,1,0,8.638
东城,3,2,150.84,high,1,0,8.6185
朝阳,3,2,125,middle,0,0,3.64
石景山,3,1,115.22,low,1,0,4.3396
石景山,2,1,75.19,middle,0,0,3.9899
石景山,1,1,54,high,0,0,3.9815
石景山,2,1,76,low,1,0,3.9474
石景山,2,1,59,high,0,0,3.9323
石景山,2,1,75.36,low,0,0,3.9146
石景山,3,2,110.02,middle,1,0,3.9084
石景山,2,1,85,low,1,0,3.8824
石景山,2,1,85.7,low,0,0,3.734
石景山,2,1,72.51,middle,0,0,3.7099
石景山,2,1,78.55,high,1,0,3.692
石景山,2,1,89,high,1,0,3.6854
石景山,2,1,70.61,middle,1,0,3.6822
石景山,2,1,82.7,middle,0,0,3.6639
石景山,1,1,67,middle,0,0,3.6568
石景山,2,2,86.38,middle,1,0,3.6467
石景山,2,1,75.8,low,1,0,3.628
石景山,2,1,70.33,high,0,0,3.6258
石景山,2,1,73.62,low,1,0,3.5996
石景山,2,1,73.35,low,0,0,3.5992
石景山,3,1,83.6,high,0,0,3.5886
石景山,2,1,72.51,high,0,0,3.5858
石景山,3,2,110.51,high,1,0,3.5744
石景山,2,1,89.21,middle,1,0,3.5647
石景山,2,1,85.7,middle,1,0,3.559
石景山,1,1,68,low,0,0,3.5589
石景山,2,1,92.27,middle,1,0,3.5548
石景山,2,1,91.67,middle,1,0,3.5454
石景山,2,2,101.55,high,0,0,3.5451
